codigo_reserva;fecha_reserva;fecha_inicio;fecha_fin;estado_reserva;run_reservante;nombre_reservante;es_socio;lugar_nombre;sucursal_nombre;monto_total;monto_pagado;medio_pago;fecha_pago;registro_incorrecto;tipo_error
;18/01/25;18/01/25;25/01/25;cancelada;19895777-1;Juan Perez;SI;Cabaña 6;Santiago Centro;840000;0;;17/1/25;NO;
;16/11/25;16/11/25 22:00;16/11/25 23:00;cancelada;19332680-3;Ana Silva;NO;Salon Eventos 3;Providencia;100000;0;;16/11/25;NO;
;10/6/25;10/6/25 18:00;10/6/25 19:00;cancelada;14254375-3;Pedro Rojas;SI;Cancha Padel Aire Libre;Santiago Centro;25000;0;;6/6/25;NO;
;19/09/25;19/09/25;20/09/25;reservada;16990297-6;Ana Silva;NO;Cabaña 18;Santiago Centro;120000;0;;15/9/25;NO;
;18/08/25;18/08/25;27/08/25;reservada;21351051-7;Ana Silva;SI;Cabaña 8;Santa Cruz;1080000;0;;16/8/25;NO;
;19/09/25;19/09/25;22/09/25;reservada;15088563-9;Pedro Rojas;SI;Cabaña 5;Santiago Centro;360000;0;;19/9/25;NO;
;18/04/25;18/04/25;24/04/25;ejecutada;8805000-2;Maria Gonzalez;NO;Cabaña 13;Santiago Centro;720000;720000;tarjeta;17/4/25;NO;
;03/02/25;03/02/25;06/02/25;cancelada;21783745-6;Maria Gonzalez;SI;Cabaña 14;La Florida;360000;0;;29/1/25;NO;
;19/07/25;19/07/25;26/07/25;ejecutada;22512308-K;Pedro Rojas;SI;Cabaña 9;Santiago Centro;840000;840000;transferencia;19/7/25;NO;
;14/02/25;14/02/25;15/02/25;reservada;19599688-1;Juan Perez;SI;Cabaña 20;Providencia;120000;0;;9/2/25;NO;
;15//25;04/07/25;07/07/25;ejecutada;19727843-0;Luis Contreras;NO;Cabaña 14;Santa Cruz;360000;360000;tarjeta;2/7/25;SI;rut/fecha
;17/11/25;17/11/25 9:00;17/11/25 10:00;cancelada;8409701-2;Pedro Rojas;NO;Piscina 2;Santa Cruz;20000;0;;16/11/25;NO;
;14/02/25;14/02/25;17/02/25;cancelada;6973970-9;Pedro Rojas;NO;Cabaña 19;Providencia;360000;0;;10/2/25;NO;
;19/7/25;19/7/25 10:00;19/7/25 11:00;reservada;18971062-3;Juan Perez;SI;Cancha Tenis Techada;Santiago Centro;35000;0;;18/7/25;NO;
;07/06/25;07/06/25;17/06/25;ejecutada;11219981-0;Pedro Rojas;NO;Cabaña 10;Santiago Centro;1200000;1200000;tarjeta;3/6/25;NO;
;10/4/25;10/4/25 16:00;10/4/25 17:00;ejecutada;11727551-5;Maria Gonzalez;NO;Salon Eventos 3;Santiago Centro;100000;100000;efectivo;7/4/25;NO;
;14/8/25;14/8/25 22:00;14/8/25 23:00;reservada;5983819-9;Ana Silva;NO;Cancha Tenis Aire Libre;Providencia;25000;0;;11/8/25;NO;
;18/09/25;18/09/25;19/09/25;reservada;21861927-4;Pedro Rojas;SI;Cabaña 12;Providencia;120000;0;;17/9/25;NO;
;07/12/25;07/12/25;14/12/25;reservada;18568061-4;Ana Silva;SI;Cabaña 20;Santa Cruz;840000;0;;5/12/25;NO;
;15/01/25;15/01/25;20/01/25;cancelada;19332680-3;Ana Silva;NO;Cabaña 12;La Florida;600000;0;;12/1/25;NO;
;3/9/25;3/9/25 22:00;3/9/25 23:00;reservada;10272070-9;Pedro Rojas;NO;Piscina 1;Santa Cruz;20000;0;;3/9/25;NO;
;17/12/25;17/12/25;24/12/25;reservada;8356612-4;Pedro Rojas;NO;Cabaña 13;La Florida;840000;0;;12/12/25;NO;
;17/10/25;17/10/25 14:00;17/10/25 15:00;ejecutada;11086191-7;Ana Silva;SI;Cancha Tenis Aire Libre;Santa Cruz;25000;25000;transferencia;12/10/25;SI;rut
;4/11/25;4/11/25 21:00;4/11/25 22:00;cancelada;6738781-3;Maria Gonzalez;NO;Salon Eventos 3;Providencia;100000;0;;2/11/25;NO;
;10/11/25;10/11/25 14:00;10/11/25 15:00;cancelada;18329134-3;Pedro Rojas;NO;Piscina 1;Santa Cruz;20000;0;;7/11/25;NO;
;3/5/25;3/5/25 14:00;3/5/25 15:00;reservada;17647891-8;Maria Gonzalez;SI;Piscina 2;Santa Cruz;20000;0;;28/4/25;NO;
;1/1/25;1/1/25 16:00;1/1/25 17:00;ejecutada;13532015-3;Luis Contreras;NO;Salon Eventos 1;Santa Cruz;100000;100000;tarjeta;30/12/24;NO;
;06/03/25;06/03/25;14/03/25;ejecutada;16984924-2;Pedro Rojas;SI;Cabaña 7;Santiago Centro;960000;960000;efectivo;2/3/25;NO;
;16/1/25;16/1/25 13:00;16/1/25 14:00;reservada;15115625-8;Juan Perez;NO;Piscina 2;Santiago Centro;20000;0;;12/1/25;NO;
;01/04/25;01/04/25;10/10/;reservada;21773123-5;Luis Contreras;NO;Cabaña 15;Providencia;720000;0;;30/3/25;SI;rut/fecha
;3/9/25;3/9/25 22:00;3/9/25 23:00;ejecutada;6884770-2;Luis Contreras;SI;Salon Eventos 1;La Florida;100000;100000;efectivo;31/8/25;NO;
;7/3/25;7/3/25 15:00;7/3/25 16:00;reservada;21287925-8;Ana Silva;SI;Salon Eventos 2;Santa Cruz;100000;0;;5/3/25;NO;
;5/9/25;5/9/25 15:00;5/9/25 16:00;reservada;19599688-1;Juan Perez;NO;Cancha Padel Techada;La Florida;35000;0;;2/9/25;NO;
;17/4/25;17/4/25 11:00;17/4/25 12:00;cancelada;11521745-3;Ana Silva;SI;Piscina 2;Santa Cruz;20000;0;;15/4/25;NO;
;15/02/25;15/02/25;16/02/25;reservada;14565689-3;Pedro Rojas;SI;Cabaña 18;Santa Cruz;120000;0;;14/2/25;NO;
;15/03/25;15/03/25;19/03/25;reservada;24693299-9;Pedro Rojas;SI;Cabaña 1;Providencia;480000;0;;13/3/25;NO;
;16/09/25;16/09/25;19/09/25;reservada;9813420-4;Maria Gonzalez;SI;Cabaña 4;La Florida;360000;0;;12/9/25;NO;
;10/11/25;10/11/25;16/11/25;cancelada;16848416-5;Ana Silva;NO;Cabaña 5;Providencia;720000;0;;9/11/25;SI;rut
;07/10/25;07/10/25;17/10/25;cancelada;9680719-8;Ana Silva;SI;Cabaña 17;Providencia;1200000;0;;7/10/25;NO;
;16/1/25;16/1/25 20:00;16/1/25 21:00;cancelada;9213225-0;Maria Gonzalez;SI;Cancha Padel Techada;Providencia;35000;0;;13/1/25;NO;
;18/10/25;18/10/25;18/10/25 21:00;reservada;5135966-6;Pedro Rojas;NO;Cancha Tenis Techada X;La Florida;35000;0;;15/10/25;SI;referencia/fecha
;20/12/25;20/12/25;23/12/25;ejecutada;22812135-5;Ana Silva;NO;Cabaña 11;Providencia;360000;360000;efectivo;15/12/25;NO;
;6/1/25;6/1/25 14:00;6/1/25 15:00;reservada;17674128-7;Pedro Rojas;SI;Restaurant 1;Santiago Centro;30000;0;;5/1/25;NO;
;10/10/;06/03/25;10/03/25;reservada;9487250-2;Ana Silva;SI;Cabaña 20 X;Santiago Centro;480000;0;;5/3/25;SI;referencia/fecha
;05/08/25;05/08/25;09/08/25;reservada;24402541-2;Luis Contreras;SI;Cabaña 15;Santiago Centro;480000;0;;3/8/25;NO;
;14/07/25;14/07/25;20/07/25;reservada;20713143-1;Luis Contreras;NO;Cabaña 15;La Florida;720000;0;;11/7/25;NO;
;1/11/25;1/11/25;1/11/25 20:00;cancelada;16408231-8;Juan Perez;SI;Restaurant 1 X;Providencia;30000;0;;27/10/25;SI;referencia/fecha
;02/08/25;02/08/25;12/08/25;cancelada;19048151-4;Ana Silva;SI;Cabaña 13;Santiago Centro;1200000;0;;2/8/25;NO;
;17/12/25;17/12/25 16:00;17/12/25 17:00;reservada;9194484-7;Ana Silva;NO;Cancha Futbolito Techada;La Florida;35000;0;;14/12/25;NO;
;15/08/25;15/08/25;20/08/25;cancelada;10778324-5;Luis Contreras;NO;Cabaña 5;La Florida;600000;0;;14/8/25;NO;
;13/07/25;13/07/25;19/07/25;ejecutada;13397853-4;Juan Perez;NO;Cabaña 13;Santa Cruz;720000;720000;transferencia;8/7/25;NO;
;2/9/25;2/9/25 11:00;2/9/25 12:00;cancelada;22378728-2;Maria Gonzalez;SI;Cancha Tenis Aire Libre;Santiago Centro;25000;0;;28/8/25;NO;
;04/01/25;04/01/25;05/01/25;ejecutada;22885927-3;Luis Contreras;SI;Cabaña 12;Santa Cruz;120000;120000;tarjeta;4/1/25;NO;
;8/11/25;8/11/25 16:00;8/11/25 17:00;cancelada;18881160-4;Pedro Rojas;SI;Restaurant 2;Santiago Centro;30000;0;;4/11/25;NO;
;13/2/25;13/2/25 8:00;13/2/25 9:00;ejecutada;11450455-6;Luis Contreras;NO;Cancha Basquetbol Techada;Santiago Centro;35000;35000;efectivo;13/2/25;NO;
;13/10/25;13/10/25;17/10/25;cancelada;13650113-5;Pedro Rojas;NO;Cabaña 14 X;La Florida;480000;0;;8/10/25;SI;referencia
;03/02/25;15//25;04/02/25;reservada;23503123-K;Ana Silva;SI;Cabaña 11 X;La Florida;120000;0;;30/1/25;SI;referencia/fecha
;7/5/25;7/5/25 11:00;7/5/25 12:00;ejecutada;6261507-9;Luis Contreras;SI;Piscina 2;Santa Cruz;20000;20000;transferencia;7/5/25;NO;
;15/08/25;15/08/25;24/08/25;reservada;15148285-6;Luis Contreras;SI;Cabaña 2;La Florida;1080000;0;;15/8/25;NO;
;5/5/25;5/5/25 8:00;5/5/25 9:00;cancelada;18065705-3;Maria Gonzalez;NO;Cancha Padel Aire Libre;Santiago Centro;25000;0;;5/5/25;NO;
;13/09/25;13/09/25;18/09/25;ejecutada;19895777-1;Juan Perez;NO;Cabaña 19;Santiago Centro;600000;600000;transferencia;12/9/25;NO;
;1/5/25;1/5/25 13:00;1/5/25 14:00;ejecutada;15338995-0;Ana Silva;NO;Salon Eventos 2;Santiago Centro;100000;100000;transferencia;27/4/25;NO;
;01/06/25;01/06/25;02/06/25;ejecutada;5983819-9;Ana Silva;SI;Cabaña 16;Santa Cruz;120000;120000;tarjeta;30/5/25;NO;
;5/3/25;5/3/25 10:00;5/3/25 11:00;ejecutada;21099442-4;Luis Contreras;NO;Cancha Basquetbol Techada;Providencia;35000;35000;transferencia;2/3/25;SI;
;11/6/25;11/6/25 16:00;11/6/25 17:00;cancelada;9564786-3;Ana Silva;SI;Restaurant 1;Providencia;30000;0;;7/6/25;NO;
;03/06/25;03/06/25;05/06/25;cancelada;23503123-K;Ana Silva;SI;Cabaña 16;Providencia;240000;0;;29/5/25;NO;
;15/3/25;15/3/25 16:00;15/3/25 17:00;cancelada;6858349-7;Luis Contreras;SI;Salon Eventos 1;Providencia;100000;0;;14/3/25;NO;
;1/7/25;1/7/25 13:00;1/7/25 14:00;reservada;15148285-6;Luis Contreras;NO;Cancha Tenis Aire Libre;Santiago Centro;25000;0;;27/6/25;SI;
;18/12/25;18/12/25;24/12/25;cancelada;17786278-9;Juan Perez;NO;Cabaña 4;Santa Cruz;720000;0;;16/12/25;NO;
;01/10/25;01/10/25;02/10/25;cancelada;17674128-7;Pedro Rojas;NO;Cabaña 5;Santa Cruz;120000;0;;30/9/25;NO;
;08/12/25;08/12/25;09/12/25;ejecutada;9571085-9;Juan Perez;NO;Cabaña 15;La Florida;120000;120000;transferencia;7/12/25;NO;
;20/4/25;20/4/25 18:00;20/4/25 19:00;cancelada;16012079-7;Ana Silva;NO;Restaurant 1;Providencia;30000;0;;16/4/25;NO;
;13/6/25;13/6/25 13:00;13/6/25 14:00;cancelada;10698937-0;Pedro Rojas;SI;Salon Eventos 1;Santiago Centro;100000;0;;11/6/25;NO;
;17/11/25;17/11/25;25/11/25;reservada;23433621-5;Maria Gonzalez;SI;Cabaña 2 X;Providencia;960000;0;;17/11/25;SI;referencia
;05/11/25;05/11/25;11/11/25;ejecutada;7544276-9;Maria Gonzalez;SI;Cabaña 3;Santiago Centro;720000;720000;efectivo;1/11/25;NO;
;06/09/25;06/09/25;07/09/25;ejecutada;12809545-4;Juan Perez;SI;Cabaña 1;Santiago Centro;120000;120000;tarjeta;1/9/25;NO;
;3/3/25;3/3/25 18:00;3/3/25 19:00;cancelada;14292034-4;Luis Contreras;SI;Restaurant 1;La Florida;30000;0;;27/2/25;NO;
;15//25;13/04/25;16/04/25;reservada;24132013-8;Pedro Rojas;SI;Cabaña 5;La Florida;360000;0;;13/4/25;SI;fecha
;20/5/25;20/5/25 15:00;20/5/25 16:00;reservada;17096666-K;Juan Perez;SI;Salon Eventos 2;Santiago Centro;100000;0;;19/5/25;NO;
;20/09/25;20/09/25;23/09/25;cancelada;21351051-7;Ana Silva;SI;Cabaña 5;Providencia;360000;0;;16/9/25;NO;
;7/10/25;7/10/25 10:00;7/10/25 11:00;ejecutada;23434952-K;Pedro Rojas;NO;Piscina 1;Santa Cruz;20000;20000;transferencia;4/10/25;NO;
;09/07/25;09/07/25;19/07/25;ejecutada;20727566-2;Juan Perez;NO;Cabaña 6;La Florida;1200000;1200000;transferencia;6/7/25;NO;
;12/11/25;12/11/25;18/11/25;reservada;12913560-3;Ana Silva;SI;Cabaña 13;La Florida;720000;0;;7/11/25;NO;
;2/3/25;2/3/25 8:00;2/3/25 9:00;cancelada;13147810-0;Pedro Rojas;SI;Cancha Basquetbol Techada;Providencia;35000;0;;25/2/25;NO;
;01/12/25;01/12/25;06/12/25;cancelada;10615277-2;Juan;SI;Cabaña 8;La Florida;600000;0;;27/11/25;SI;nombre
;10/5/25;10/5/25;10/5/25 17:00;cancelada;15345989-4;Pedro Rojas;SI;Cancha Futbolito Techada;Santiago Centro;35000;0;;5/5/25;SI;fecha
;05/03/25;10/10/;14/03/25;cancelada;16887747-1;Luis Contreras;SI;Cabaña 16 X;Providencia;1080000;0;;3/3/25;SI;referencia/fecha
;02/12/25;15//25;10/12/25;reservada;7415624-0;Juan Perez;NO;Cabaña 7;La Florida;960000;0;;28/11/25;SI;rut/fecha
;17/03/25;17/03/25;25/03/25;ejecutada;15826885-K;Juan Perez;SI;Cabaña 2;Providencia;960000;960000;tarjeta;16/3/25;NO;
;18/10/25;18/10/25;27/10/25;cancelada;19937737-K;Luis Contreras;SI;Cabaña 1;Santa Cruz;1080000;0;;15/10/25;NO;
;06/11/25;06/11/25;14/11/25;reservada;15293763-6;Luis Contreras;NO;Cabaña 16;Providencia;960000;0;;4/11/25;NO;
;03/10/25;03/10/25;11/10/25;cancelada;18646254-8;Pedro Rojas;SI;Cabaña 5;Providencia;960000;0;;29/9/25;NO;
;14/10/25;14/10/25 21:00;14/10/25 22:00;ejecutada;7544276-9;Maria Gonzalez;SI;Piscina 1;Santa Cruz;20000;20000;tarjeta;14/10/25;NO;
;09/10/25;09/10/25;15/10/25;ejecutada;13604604-7;Juan Perez;NO;Cabaña 12;Santa Cruz;720000;720000;tarjeta;5/10/25;NO;
;08/02/25;08/02/25;15/02/25;ejecutada;19195488-2;Pedro Rojas;NO;Cabaña 13;Santa Cruz;840000;840000;transferencia;4/2/25;NO;
;10/11/25;10/11/25 16:00;10/11/25 17:00;ejecutada;21947907-7;Maria Gonzalez;NO;Salon Eventos 3;Providencia;100000;100000;efectivo;9/11/25;NO;
;6/3/25;6/3/25 19:00;6/3/25 20:00;cancelada;13505604-9;Ana Silva;SI;Piscina 2 X;La Florida;20000;0;;1/3/25;SI;referencia
;3/1/25;3/1/25 13:00;3/1/25 14:00;reservada;8223654-6;Ana Silva;SI;Cancha Tenis Aire Libre;Providencia;25000;0;;31/12/24;NO;
;11/6/25;11/6/25 13:00;11/6/25 14:00;cancelada;19544570-2;Maria Gonzalez;NO;Piscina 1;La Florida;20000;0;;10/6/25;NO;
;1/11/25;1/11/25 14:00;1/11/25 15:00;ejecutada;13532015-3;Luis Contreras;NO;Cancha Tenis Aire Libre;Santiago Centro;25000;25000;transferencia;31/10/25;NO;
;16/11/25;16/11/25;17/11/25;ejecutada;21296743-2;Pedro Rojas;SI;Cabaña 19;Providencia;120000;120000;transferencia;13/11/25;NO;
;11/02/25;11/02/25;19/02/25;cancelada;16107528-0;Juan Perez;NO;Cabaña 13 X;La Florida;960000;0;;6/2/25;SI;referencia
;14/03/25;14/03/25;18/03/25;reservada;9712455-8;Pedro Rojas;SI;Cabaña 11;Providencia;480000;0;;9/3/25;NO;
;11/10/25;11/10/25;19/10/25;reservada;11414686-2;Maria Gonzalez;NO;Cabaña 6;Santiago Centro;960000;0;;10/10/25;NO;
;07/02/25;07/02/25;16/02/25;cancelada;13734270-7;Luis Contreras;NO;Cabaña 5;Santa Cruz;1080000;0;;7/2/25;NO;
;6/4/25;6/4/25 22:00;6/4/25 23:00;ejecutada;21287925-8;Ana Silva;SI;Cancha Basquetbol Techada;Providencia;35000;35000;transferencia;6/4/25;NO;
;18/4/25;18/4/25 22:00;18/4/25 23:00;cancelada;21454415-6;Maria Gonzalez;SI;Restaurant 1;Santiago Centro;30000;0;;18/4/25;NO;
;15/12/25;15/12/25 18:00;15/12/25 19:00;reservada;22287381-9;Ana Silva;NO;Cancha Basquetbol Techada;La Florida;35000;0;;10/12/25;NO;
;10/5/25;10/5/25 16:00;10/5/25 17:00;ejecutada;23433621-5;Maria Gonzalez;NO;Cancha Basquetbol Techada;Santa Cruz;35000;35000;tarjeta;6/5/25;NO;
;13/07/25;13/07/25;17/07/25;reservada;13897062-0;Maria Gonzalez;NO;Cabaña 18;Santiago Centro;480000;0;;9/7/25;NO;
;20/10/25;20/10/25;26/10/25;reservada;9486514-K;Luis Contreras;NO;Cabaña 6;Santiago Centro;720000;0;;18/10/25;NO;
;19/03/25;19/03/25;28/03/25;ejecutada;21162735-2;Juan Perez;SI;Cabaña 15;Providencia;1080000;1080000;tarjeta;18/3/25;NO;
;10/6/25;10/6/25 14:00;10/6/25 15:00;reservada;11727551-5;Maria Gonzalez;SI;Piscina 1;Providencia;20000;0;;5/6/25;NO;
;11/2/25;11/2/25 21:00;11/2/25 22:00;reservada;15088563-9;Pedro;NO;Piscina 1;Providencia;20000;0;;11/2/25;SI;nombre
;16/06/25;16/06/25;19/06/25;ejecutada;11711378-7;Maria Gonzalez;SI;Cabaña 4;Providencia;360000;360000;tarjeta;14/6/25;NO;
;17/12/25;17/12/25;19/12/25;ejecutada;21351051-7;Ana Silva;NO;Cabaña 19;Santa Cruz;240000;240000;tarjeta;17/12/25;NO;
;07/05/25;07/05/25;12/05/25;ejecutada;14294949-0;Ana Silva;NO;Cabaña 1;Providencia;600000;600000;tarjeta;2/5/25;NO;
;10/01/25;10/01/25;18/01/25;ejecutada;15838325-K;Maria Gonzalez;SI;Cabaña 20;Providencia;960000;960000;efectivo;5/1/25;NO;
;04/07/25;04/07/25;abc/12/25;reservada;16214968-7;Luis Contreras;NO;Cabaña 5;Santa Cruz;720000;0;;4/7/25;SI;fecha
;19/06/25;19/06/25;27/06/25;reservada;8722237-3;Juan Perez;NO;Cabaña 3;Santiago Centro;960000;0;;19/6/25;NO;
;14/07/25;14/07/25;23/07/25;reservada;19104958-6;Pedro Rojas;SI;Cabaña 16;Santa Cruz;1080000;0;;10/7/25;NO;
;15/7/25;15/7/25 14:00;15/7/25 15:00;cancelada;11228399-4;Pedro Rojas;NO;Restaurant 2;Santiago Centro;30000;0;;14/7/25;NO;
;16/10/25;16/10/25;17/10/25;ejecutada;12075076-3;Juan Perez;SI;Cabaña 1;Santa Cruz;120000;120000;tarjeta;14/10/25;NO;
;19/07/25;19/07/25;20/07/25;reservada;6807678-1;Pedro Rojas;SI;Cabaña 11;Santa Cruz;120000;0;;16/7/25;NO;
;08/01/25;08/01/25;16/01/25;cancelada;9016221-7;Pedro Rojas;NO;Cabaña 9;Providencia;960000;0;;5/1/25;NO;
;19/3/25;19/3/25 13:00;19/3/25 14:00;ejecutada;24831420-6;Luis Contreras;SI;Restaurant 2;La Florida;30000;30000;transferencia;17/3/25;NO;
;12/8/25;12/8/25 17:00;12/8/25 18:00;reservada;17213598-6;Pedro;SI;Cancha Padel Techada;Santiago Centro;35000;0;;10/8/25;SI;nombre
;01/03/25;01/03/25;07/03/25;ejecutada;21554696-9;Maria Gonzalez;NO;Cabaña 19;Santiago Centro;720000;720000;tarjeta;25/2/25;NO;
;11/02/25;11/02/25;13/02/25;cancelada;24447412-8;Juan Perez;NO;Cabaña 2;La Florida;240000;0;;7/2/25;NO;
;16/9/25;16/9/25 19:00;16/9/25 20:00;reservada;20470612-3;Ana Silva;SI;Salon Eventos 3;Santa Cruz;100000;0;;15/9/25;NO;
;8/7/25;8/7/25 22:00;8/7/25 23:00;cancelada;19195488-2;Pedro Rojas;SI;Salon Eventos 1;Santiago Centro;100000;0;;4/7/25;NO;
;14/10/25;14/10/25;16/10/25;reservada;9978267-6;Pedro Rojas;NO;Cabaña 15;Santiago Centro;240000;0;;9/10/25;NO;
;17/06/25;17/06/25;26/06/25;ejecutada;5938386-8;Ana Silva;SI;Cabaña 20;Providencia;1080000;1080000;tarjeta;12/6/25;NO;
;14/06/25;14/06/25;20/06/25;reservada;7261443-7;Ana Silva;NO;Cabaña 5;Santa Cruz;720000;0;;10/6/25;NO;
;03/05/25;03/05/25;08/05/25;cancelada;15293763-6;Luis Contreras;NO;Cabaña 3;Santiago Centro;600000;0;;3/5/25;NO;
;20/01/25;20/01/25;26/01/25;cancelada;5757659-6;Pedro Rojas;SI;Cabaña 14;Santa Cruz;720000;0;;19/1/25;NO;
;02/11/25;02/11/25;06/11/25;ejecutada;14292034-4;Luis Contreras;SI;Cabaña 13;La Florida;480000;480000;transferencia;31/10/25;NO;
;02/07/25;02/07/25;08/07/25;ejecutada;10427547-2;Ana Silva;NO;Cabaña 1;Providencia;720000;720000;transferencia;1/7/25;SI;rut
;09/08/25;09/08/25;15/08/25;ejecutada;19362869-9;Luis Contreras;NO;Cabaña 7 X;Providencia;720000;720000;efectivo;4/8/25;SI;referencia
;8/1/25;8/1/25 20:00;8/1/25 21:00;cancelada;17503226-6;Juan Perez;NO;Salon Eventos 2;La Florida;100000;0;;5/1/25;NO;
;13/3/25;13/3/25 22:00;13/3/25 23:00;ejecutada;11277963-9;Juan Perez;NO;Cancha Basquetbol Techada X;Providencia;35000;35000;transferencia;12/3/25;SI;referencia
;03/06/25;10/10/;08/06/25;reservada;16741872-4;Maria Gonzalez;SI;Cabaña 4;Santa Cruz;600000;0;;30/5/25;SI;fecha
;04/11/25;04/11/25;11/11/25;reservada;17911506-9;Pedro Rojas;SI;Cabaña 2;Santa Cruz;840000;0;;30/10/25;SI;
;06/08/25;06/08/25;15/08/25;cancelada;7997541-9;Ana Silva;NO;Cabaña 5;Santa Cruz;1080000;0;;1/8/25;NO;
;9/2/25;9/2/25 10:00;9/2/25 11:00;reservada;16012079-7;Ana Silva;SI;Cancha Basquetbol Techada;La Florida;35000;0;;7/2/25;NO;
;14/03/25;14/03/25;19/03/25;cancelada;17963425-2;Luis Contreras;SI;Cabaña 11;La Florida;600000;0;;10/3/25;NO;
;13/1/25;13/1/25 20:00;13/1/25 21:00;cancelada;19407837-4;Ana Silva;SI;Cancha Tenis Aire Libre;Santiago Centro;25000;0;;10/1/25;NO;
;03/04/25;03/04/25;04/04/25;cancelada;24505775-K;Maria Gonzalez;SI;Cabaña 4;Santiago Centro;120000;0;;3/4/25;NO;
;03/02/25;03/02/25;12/02/25;reservada;19727843-9;Luis Contreras;SI;Cabaña 17;Providencia;1080000;0;;3/2/25;SI;
;2/8/25;2/8/25;2/8/25 9:00;ejecutada;13914038-8;Luis Contreras;SI;Cancha Basquetbol Aire Libre;Santiago Centro;25000;25000;transferencia;29/7/25;SI;rut/fecha
;19/5/25;19/5/25 9:00;19/5/25 10:00;cancelada;5116250-1;Pedro Rojas;NO;Salon Eventos 4;Santiago Centro;100000;0;;14/5/25;NO;
;03/06/25;03/06/25;08/06/25;ejecutada;19208091-6;Maria Gonzalez;NO;Cabaña 7;Providencia;600000;600000;efectivo;3/6/25;NO;
;1/10/25;1/10/25 16:00;1/10/25 17:00;ejecutada;15941454-K;Pedro Rojas;NO;Cancha Basquetbol Aire Libre;Santiago Centro;25000;25000;efectivo;30/9/25;NO;
;20/08/25;20/08/25;27/08/25;reservada;8442882-5;Ana Silva;NO;Cabaña 8;La Florida;840000;0;;19/8/25;NO;
;09/10/25;09/10/25;12/10/25;cancelada;6389986-0;Luis Contreras;SI;Cabaña 19;Providencia;360000;0;;5/10/25;NO;
;07/02/25;07/02/25;17/02/25;cancelada;14150365-0;Juan Perez;SI;Cabaña 16;Santiago Centro;1200000;0;;7/2/25;NO;
;19/09/25;19/09/25;22/09/25;reservada;12353825-0;Ana Silva;NO;Cabaña 7;Santiago Centro;360000;0;;17/9/25;NO;
;3/4/25;3/4/25 20:00;3/4/25 21:00;cancelada;11263892-K;Luis Contreras;NO;Salon Eventos 4;Santa Cruz;100000;0;;3/4/25;NO;
;06/10/25;06/10/25;08/10/25;cancelada;8482497-6;Ana Silva;SI;Cabaña 9;Providencia;240000;0;;5/10/25;NO;
;08/12/25;08/12/25;18/12/25;cancelada;21821683-8;Maria Gonzalez;NO;Cabaña 10;La Florida;1200000;0;;7/12/25;NO;
;12/6/25;12/6/25 10:00;12/6/25 11:00;ejecutada;24693299-9;Pedro Rojas;NO;Cancha Tenis Aire Libre;Santiago Centro;25000;25000;efectivo;7/6/25;NO;
;11/06/25;11/06/25;14/06/25;cancelada;18885368-4;Maria Gonzalez;SI;Cabaña 5;Providencia;360000;0;;10/6/25;NO;
;20/6/25;20/6/25;20/6/25 15:00;cancelada;12075076-3;Juan Perez;NO;Cancha Padel Techada X;Santiago Centro;35000;0;;17/6/25;SI;referencia/fecha
;15/03/25;15/03/25;23/03/25;reservada;20666104-6;Juan Perez;NO;Cabaña 6;Santa Cruz;960000;0;;14/3/25;NO;
;20/02/25;20/02/25;01/03/25;reservada;12651989-3;Luis Contreras;SI;Cabaña 2;Santa Cruz;1080000;0;;18/2/25;NO;
;12/06/25;12/06/25;13/06/25;ejecutada;13083215-6;Pedro Rojas;SI;Cabaña 2;Santiago Centro;120000;120000;tarjeta;11/6/25;NO;
;9/12/25;9/12/25 9:00;9/12/25 10:00;reservada;19195488-2;Pedro Rojas;NO;Cancha Padel Techada;Providencia;35000;0;;5/12/25;NO;
;03/07/25;03/07/25;12/07/25;reservada;13479779-7;Pedro Rojas;NO;Cabaña 7;Santiago Centro;1080000;0;;28/6/25;NO;
;02/01/25;31/02/25;03/01/25;cancelada;9179703-8;Maria Gonzalez;NO;Cabaña 7 X;La Florida;120000;0;;28/12/24;SI;referencia/fecha
;09/10/25;09/10/25;11/10/25;reservada;12592948-6;Ana;NO;Cabaña 19;Santiago Centro;240000;0;;8/10/25;SI;nombre
;11/11/25;11/11/25 8:00;11/11/25 9:00;ejecutada;24139677-0;Ana Silva;NO;Cancha Basquetbol Aire Libre;Providencia;25000;25000;transferencia;11/11/25;NO;
;4/12/25;4/12/25 21:00;4/12/25 22:00;cancelada;7826282-6;Maria Gonzalez;NO;Restaurant 2;Santa Cruz;30000;0;;4/12/25;NO;
;06/05/25;06/05/25;16/05/25;reservada;7962885-9;Juan Perez;SI;Cabaña 7;La Florida;1200000;0;;6/5/25;NO;
;6/3/25;6/3/25;6/3/25 16:00;ejecutada;24967582-2;Maria Gonzalez;NO;Salon Eventos 3;Providencia;100000;100000;transferencia;5/3/25;SI;fecha
;18/8/25;18/8/25 13:00;18/8/25 14:00;reservada;12651989-3;Luis Contreras;SI;Piscina 2;La Florida;20000;0;;14/8/25;NO;
;18/4/25;18/4/25 12:00;18/4/25 13:00;ejecutada;20713143-1;Luis Contreras;SI;Cancha Tenis Techada;Santa Cruz;35000;35000;transferencia;15/4/25;NO;
;12/11/25;12/11/25;20/11/25;cancelada;8805000-2;Maria Gonzalez;SI;Cabaña 6;La Florida;960000;0;;11/11/25;NO;
